column,normalized_symbol,selected_signature_gene,detection_method
QTRT1,QTRT1,FALSE,user-specified first gene-column index: 39
ARAF,ARAF,FALSE,user-specified first gene-column index: 39
OR13C5,OR13C5,FALSE,user-specified first gene-column index: 39
RPUSD4,RPUSD4,FALSE,user-specified first gene-column index: 39
FLACC1,FLACC1,FALSE,user-specified first gene-column index: 39
KIRREL1,KIRREL1,FALSE,user-specified first gene-column index: 39
DNTTIP1,DNTTIP1,FALSE,user-specified first gene-column index: 39
FLI1,FLI1,FALSE,user-specified first gene-column index: 39
SORCS1,SORCS1,FALSE,user-specified first gene-column index: 39
TMEM41A,TMEM41A,FALSE,user-specified first gene-column index: 39
CYP2C8,CYP2C8,FALSE,user-specified first gene-column index: 39
KIR3DL3,KIR3DL3,FALSE,user-specified first gene-column index: 39
ATF2,ATF2,FALSE,user-specified first gene-column index: 39
DYRK2,DYRK2,FALSE,user-specified first gene-column index: 39
SMEK1,SMEK1,FALSE,user-specified first gene-column index: 39
DEFB108B,DEFB108B,FALSE,user-specified first gene-column index: 39
FKBP4,FKBP4,FALSE,user-specified first gene-column index: 39
RAPGEF4,RAPGEF4,FALSE,user-specified first gene-column index: 39
TTTY7B,TTTY7B,FALSE,user-specified first gene-column index: 39
INHBE,INHBE,FALSE,user-specified first gene-column index: 39
COLEC12,COLEC12,FALSE,user-specified first gene-column index: 39
HOXB4,HOXB4,FALSE,user-specified first gene-column index: 39
HTR1A,HTR1A,FALSE,user-specified first gene-column index: 39
NOL8,NOL8,FALSE,user-specified first gene-column index: 39
COL3A1,COL3A1,FALSE,user-specified first gene-column index: 39
DGKI,DGKI,FALSE,user-specified first gene-column index: 39
LOC100131744,LOC100131744,FALSE,user-specified first gene-column index: 39
PIR,PIR,FALSE,user-specified first gene-column index: 39
CYP1B1,CYP1B1,FALSE,user-specified first gene-column index: 39
CPNE4,CPNE4,FALSE,user-specified first gene-column index: 39
MTMR4,MTMR4,FALSE,user-specified first gene-column index: 39
EIF2AK2,EIF2AK2,FALSE,user-specified first gene-column index: 39
ZNF389,ZNF389,FALSE,user-specified first gene-column index: 39
KDM3B,KDM3B,FALSE,user-specified first gene-column index: 39
ACTR1B,ACTR1B,FALSE,user-specified first gene-column index: 39
CHAF1A,CHAF1A,FALSE,user-specified first gene-column index: 39
TRIM9,TRIM9,FALSE,user-specified first gene-column index: 39
FAM65C,FAM65C,FALSE,user-specified first gene-column index: 39
PP13004,PP13004,FALSE,user-specified first gene-column index: 39
SLC4A1,SLC4A1,FALSE,user-specified first gene-column index: 39
LINC02740,LINC02740,FALSE,user-specified first gene-column index: 39
IL9,IL9,FALSE,user-specified first gene-column index: 39
CTXN3,CTXN3,FALSE,user-specified first gene-column index: 39
COL27A1,COL27A1,FALSE,user-specified first gene-column index: 39
CNBD2,CNBD2,FALSE,user-specified first gene-column index: 39
ATP9B,ATP9B,FALSE,user-specified first gene-column index: 39
ANKRD13A,ANKRD13A,FALSE,user-specified first gene-column index: 39
PVALEF,PVALEF,FALSE,user-specified first gene-column index: 39
CREBZF,CREBZF,FALSE,user-specified first gene-column index: 39
LINC00909,LINC00909,FALSE,user-specified first gene-column index: 39
PLAC4,PLAC4,FALSE,user-specified first gene-column index: 39
GPR85,GPR85,FALSE,user-specified first gene-column index: 39
C10orf82,C10ORF82,FALSE,user-specified first gene-column index: 39
GNB3,GNB3,TRUE,user-specified first gene-column index: 39
SLX4,SLX4,FALSE,user-specified first gene-column index: 39
FBXL13,FBXL13,FALSE,user-specified first gene-column index: 39
OR4F21,OR4F21,FALSE,user-specified first gene-column index: 39
SYN1,SYN1,FALSE,user-specified first gene-column index: 39
ADAMTS3,ADAMTS3,FALSE,user-specified first gene-column index: 39
PNISR,PNISR,FALSE,user-specified first gene-column index: 39
ANKRD42,ANKRD42,FALSE,user-specified first gene-column index: 39
CRACD,CRACD,FALSE,user-specified first gene-column index: 39
TES,TES,FALSE,user-specified first gene-column index: 39
TEX41,TEX41,FALSE,user-specified first gene-column index: 39
CD46,CD46,FALSE,user-specified first gene-column index: 39
MLPH,MLPH,FALSE,user-specified first gene-column index: 39
PKIG,PKIG,FALSE,user-specified first gene-column index: 39
RNF114,RNF114,FALSE,user-specified first gene-column index: 39
LINC00905,LINC00905,FALSE,user-specified first gene-column index: 39
CCDC144BP,CCDC144BP,FALSE,user-specified first gene-column index: 39
SNX6,SNX6,FALSE,user-specified first gene-column index: 39
CCDC7,CCDC7,FALSE,user-specified first gene-column index: 39
GRK3,GRK3,FALSE,user-specified first gene-column index: 39
SPOCD1,SPOCD1,FALSE,user-specified first gene-column index: 39
IMP3,IMP3,FALSE,user-specified first gene-column index: 39
NAPEPLD,NAPEPLD,FALSE,user-specified first gene-column index: 39
WNT6,WNT6,FALSE,user-specified first gene-column index: 39
DPP10,DPP10,FALSE,user-specified first gene-column index: 39
CMTM4,CMTM4,FALSE,user-specified first gene-column index: 39
RAX2,RAX2,FALSE,user-specified first gene-column index: 39
CENPU,CENPU,FALSE,user-specified first gene-column index: 39
GPR89B,GPR89B,FALSE,user-specified first gene-column index: 39
LINC02610,LINC02610,FALSE,user-specified first gene-column index: 39
UBXN6,UBXN6,FALSE,user-specified first gene-column index: 39
CETN2,CETN2,FALSE,user-specified first gene-column index: 39
PGBD3,PGBD3,FALSE,user-specified first gene-column index: 39
P2RX3,P2RX3,FALSE,user-specified first gene-column index: 39
BMP10,BMP10,FALSE,user-specified first gene-column index: 39
MC5R,MC5R,FALSE,user-specified first gene-column index: 39
MLC1,MLC1,FALSE,user-specified first gene-column index: 39
SLC50A1,SLC50A1,FALSE,user-specified first gene-column index: 39
ADRA1B,ADRA1B,FALSE,user-specified first gene-column index: 39
ZC3H10,ZC3H10,FALSE,user-specified first gene-column index: 39
GJB7,GJB7,FALSE,user-specified first gene-column index: 39
TNFSF13,TNFSF13,FALSE,user-specified first gene-column index: 39
FBXO17,FBXO17,FALSE,user-specified first gene-column index: 39
SH2D4B,SH2D4B,FALSE,user-specified first gene-column index: 39
CBY3,CBY3,FALSE,user-specified first gene-column index: 39
SLFN14,SLFN14,FALSE,user-specified first gene-column index: 39
BEND5,BEND5,FALSE,user-specified first gene-column index: 39
GTF3C2,GTF3C2,FALSE,user-specified first gene-column index: 39
PRKAG1,PRKAG1,FALSE,user-specified first gene-column index: 39
COG8,COG8,FALSE,user-specified first gene-column index: 39
PALMD,PALMD,FALSE,user-specified first gene-column index: 39
SNORD4B,SNORD4B,FALSE,user-specified first gene-column index: 39
OR10H3,OR10H3,FALSE,user-specified first gene-column index: 39
CBLN1,CBLN1,FALSE,user-specified first gene-column index: 39
BASP1,BASP1,FALSE,user-specified first gene-column index: 39
SCD,SCD,FALSE,user-specified first gene-column index: 39
CDSN,CDSN,FALSE,user-specified first gene-column index: 39
ADGRE2,ADGRE2,FALSE,user-specified first gene-column index: 39
LDB1,LDB1,FALSE,user-specified first gene-column index: 39
ALS2,ALS2,FALSE,user-specified first gene-column index: 39
SKI,SKI,FALSE,user-specified first gene-column index: 39
MARC2,MARC2,FALSE,user-specified first gene-column index: 39
THYN1,THYN1,FALSE,user-specified first gene-column index: 39
RNF212,RNF212,FALSE,user-specified first gene-column index: 39
LPAR3,LPAR3,FALSE,user-specified first gene-column index: 39
HPX,HPX,FALSE,user-specified first gene-column index: 39
ERMN,ERMN,FALSE,user-specified first gene-column index: 39
PMS2P1.1,PMS2P1.1,FALSE,user-specified first gene-column index: 39
CDR2,CDR2,FALSE,user-specified first gene-column index: 39
CMTM7,CMTM7,FALSE,user-specified first gene-column index: 39
TNFAIP6,TNFAIP6,FALSE,user-specified first gene-column index: 39
PRIM1,PRIM1,FALSE,user-specified first gene-column index: 39
PLBD1,PLBD1,FALSE,user-specified first gene-column index: 39
MMAB,MMAB,FALSE,user-specified first gene-column index: 39
TMOD3,TMOD3,FALSE,user-specified first gene-column index: 39
RNF133,RNF133,FALSE,user-specified first gene-column index: 39
LINC02913,LINC02913,FALSE,user-specified first gene-column index: 39
KMT2A,KMT2A,TRUE,user-specified first gene-column index: 39
RBSN,RBSN,FALSE,user-specified first gene-column index: 39
NDUFA11,NDUFA11,FALSE,user-specified first gene-column index: 39
CMAS,CMAS,FALSE,user-specified first gene-column index: 39
ZNF580,ZNF580,FALSE,user-specified first gene-column index: 39
CALCOCO1,CALCOCO1,FALSE,user-specified first gene-column index: 39
C8orf76,C8ORF76,FALSE,user-specified first gene-column index: 39
NCR2,NCR2,FALSE,user-specified first gene-column index: 39
OR2T12,OR2T12,FALSE,user-specified first gene-column index: 39
FSCN3,FSCN3,FALSE,user-specified first gene-column index: 39
NXN,NXN,FALSE,user-specified first gene-column index: 39
OR2T6,OR2T6,FALSE,user-specified first gene-column index: 39
SLC37A1,SLC37A1,FALSE,user-specified first gene-column index: 39
PSMA2,PSMA2,FALSE,user-specified first gene-column index: 39
STX17,STX17,FALSE,user-specified first gene-column index: 39
SOS1,SOS1,FALSE,user-specified first gene-column index: 39
GPR32,GPR32,FALSE,user-specified first gene-column index: 39
H3C4,H3C4,FALSE,user-specified first gene-column index: 39
SLC52A2,SLC52A2,FALSE,user-specified first gene-column index: 39
OR5D14,OR5D14,FALSE,user-specified first gene-column index: 39
VPS8,VPS8,FALSE,user-specified first gene-column index: 39
NPHS1,NPHS1,FALSE,user-specified first gene-column index: 39
CCDC60,CCDC60,FALSE,user-specified first gene-column index: 39
RCOR2,RCOR2,FALSE,user-specified first gene-column index: 39
UBE4B,UBE4B,FALSE,user-specified first gene-column index: 39
TTC36,TTC36,FALSE,user-specified first gene-column index: 39
TMC5,TMC5,TRUE,user-specified first gene-column index: 39
GLE1,GLE1,FALSE,user-specified first gene-column index: 39
VPS24,VPS24,FALSE,user-specified first gene-column index: 39
ZNF729,ZNF729,FALSE,user-specified first gene-column index: 39
ITGA6,ITGA6,FALSE,user-specified first gene-column index: 39
ZNF45,ZNF45,FALSE,user-specified first gene-column index: 39
NAA16,NAA16,FALSE,user-specified first gene-column index: 39
SLPI,SLPI,FALSE,user-specified first gene-column index: 39
RAD9B,RAD9B,FALSE,user-specified first gene-column index: 39
RALGDS,RALGDS,FALSE,user-specified first gene-column index: 39
DEPDC4,DEPDC4,FALSE,user-specified first gene-column index: 39
ZNF808,ZNF808,FALSE,user-specified first gene-column index: 39
YWHAE,YWHAE,FALSE,user-specified first gene-column index: 39
RACGAP1,RACGAP1,FALSE,user-specified first gene-column index: 39
CD160,CD160,FALSE,user-specified first gene-column index: 39
GNG2,GNG2,FALSE,user-specified first gene-column index: 39
L3MBTL,L3MBTL,FALSE,user-specified first gene-column index: 39
FBXO40,FBXO40,FALSE,user-specified first gene-column index: 39
ARNT,ARNT,FALSE,user-specified first gene-column index: 39
FANCC,FANCC,FALSE,user-specified first gene-column index: 39
TMEM199,TMEM199,FALSE,user-specified first gene-column index: 39
CEP57L1,CEP57L1,FALSE,user-specified first gene-column index: 39
EIF3H,EIF3H,FALSE,user-specified first gene-column index: 39
GH2,GH2,FALSE,user-specified first gene-column index: 39
CILP2,CILP2,FALSE,user-specified first gene-column index: 39
KLHDC1,KLHDC1,FALSE,user-specified first gene-column index: 39
SERPINA7,SERPINA7,FALSE,user-specified first gene-column index: 39
LAMA1,LAMA1,FALSE,user-specified first gene-column index: 39
GGA2,GGA2,FALSE,user-specified first gene-column index: 39
RAB32,RAB32,FALSE,user-specified first gene-column index: 39
ST6GAL2,ST6GAL2,TRUE,user-specified first gene-column index: 39
FAM27E3,FAM27E3,FALSE,user-specified first gene-column index: 39
CA1,CA1,FALSE,user-specified first gene-column index: 39
GBP1,GBP1,FALSE,user-specified first gene-column index: 39
UPK2,UPK2,FALSE,user-specified first gene-column index: 39
ZNF711,ZNF711,FALSE,user-specified first gene-column index: 39
PRSS23,PRSS23,FALSE,user-specified first gene-column index: 39
ZNF492,ZNF492,FALSE,user-specified first gene-column index: 39
NOP58,NOP58,FALSE,user-specified first gene-column index: 39
PNLIP,PNLIP,FALSE,user-specified first gene-column index: 39
TTF2,TTF2,FALSE,user-specified first gene-column index: 39
EIF3L,EIF3L,FALSE,user-specified first gene-column index: 39
SGPP2,SGPP2,FALSE,user-specified first gene-column index: 39
FBXL17,FBXL17,FALSE,user-specified first gene-column index: 39
AP1M1,AP1M1,FALSE,user-specified first gene-column index: 39
BC039483,BC039483,FALSE,user-specified first gene-column index: 39
DIO2,DIO2,FALSE,user-specified first gene-column index: 39
CPNE2,CPNE2,FALSE,user-specified first gene-column index: 39
EIF5A2,EIF5A2,FALSE,user-specified first gene-column index: 39
AK129567,AK129567,FALSE,user-specified first gene-column index: 39
WDR13,WDR13,FALSE,user-specified first gene-column index: 39
TNRC18,TNRC18,FALSE,user-specified first gene-column index: 39
PADI6,PADI6,FALSE,user-specified first gene-column index: 39
EIF3G,EIF3G,FALSE,user-specified first gene-column index: 39
ACSM2A,ACSM2A,FALSE,user-specified first gene-column index: 39
ZCCHC2,ZCCHC2,FALSE,user-specified first gene-column index: 39
DNAJC18,DNAJC18,FALSE,user-specified first gene-column index: 39
HPS3,HPS3,FALSE,user-specified first gene-column index: 39
UPK1A,UPK1A,FALSE,user-specified first gene-column index: 39
ACACA,ACACA,FALSE,user-specified first gene-column index: 39
SMPD2,SMPD2,FALSE,user-specified first gene-column index: 39
CT45A5,CT45A5,FALSE,user-specified first gene-column index: 39
PIM3,PIM3,FALSE,user-specified first gene-column index: 39
LRCH3,LRCH3,FALSE,user-specified first gene-column index: 39
DNM3,DNM3,FALSE,user-specified first gene-column index: 39
ICAM4,ICAM4,FALSE,user-specified first gene-column index: 39
STUM,STUM,FALSE,user-specified first gene-column index: 39
RNF183,RNF183,FALSE,user-specified first gene-column index: 39
ASB7,ASB7,FALSE,user-specified first gene-column index: 39
TWNK,TWNK,FALSE,user-specified first gene-column index: 39
CASTOR3,CASTOR3,FALSE,user-specified first gene-column index: 39
PSD,PSD,FALSE,user-specified first gene-column index: 39
RPSAP52,RPSAP52,FALSE,user-specified first gene-column index: 39
FZD6,FZD6,FALSE,user-specified first gene-column index: 39
BRD9,BRD9,FALSE,user-specified first gene-column index: 39
TAS2R60,TAS2R60,FALSE,user-specified first gene-column index: 39
EDDM3B,EDDM3B,FALSE,user-specified first gene-column index: 39
PLEKHF2,PLEKHF2,FALSE,user-specified first gene-column index: 39
LCE3B,LCE3B,FALSE,user-specified first gene-column index: 39
SOWAHB,SOWAHB,FALSE,user-specified first gene-column index: 39
IGFBP5,IGFBP5,FALSE,user-specified first gene-column index: 39
ZSCAN32,ZSCAN32,FALSE,user-specified first gene-column index: 39
DNAJC15,DNAJC15,FALSE,user-specified first gene-column index: 39
ASAP3,ASAP3,FALSE,user-specified first gene-column index: 39
SLC26A9,SLC26A9,FALSE,user-specified first gene-column index: 39
IL18BP,IL18BP,FALSE,user-specified first gene-column index: 39
CEPT1,CEPT1,FALSE,user-specified first gene-column index: 39
GALR3,GALR3,FALSE,user-specified first gene-column index: 39
RBM23,RBM23,FALSE,user-specified first gene-column index: 39
KLHL15,KLHL15,FALSE,user-specified first gene-column index: 39
AKIP1,AKIP1,FALSE,user-specified first gene-column index: 39
FGG,FGG,FALSE,user-specified first gene-column index: 39
CEP85L,CEP85L,FALSE,user-specified first gene-column index: 39
DNAJC28,DNAJC28,FALSE,user-specified first gene-column index: 39
CDKAL1,CDKAL1,FALSE,user-specified first gene-column index: 39
KLF5,KLF5,FALSE,user-specified first gene-column index: 39
KRT13,KRT13,FALSE,user-specified first gene-column index: 39
ZNF594,ZNF594,FALSE,user-specified first gene-column index: 39
FAM21C,FAM21C,FALSE,user-specified first gene-column index: 39
DOCK9,DOCK9,FALSE,user-specified first gene-column index: 39
CALCB,CALCB,FALSE,user-specified first gene-column index: 39
NAA30,NAA30,FALSE,user-specified first gene-column index: 39
PAR5,PAR5,FALSE,user-specified first gene-column index: 39
TAFA1.1,TAFA1.1,FALSE,user-specified first gene-column index: 39
LHPP,LHPP,FALSE,user-specified first gene-column index: 39
TANK,TANK,FALSE,user-specified first gene-column index: 39
HSD17B14,HSD17B14,FALSE,user-specified first gene-column index: 39
WDR7,WDR7,FALSE,user-specified first gene-column index: 39
CCDC9B,CCDC9B,FALSE,user-specified first gene-column index: 39
RPL31,RPL31,FALSE,user-specified first gene-column index: 39
LAMTOR2,LAMTOR2,FALSE,user-specified first gene-column index: 39
FKRP,FKRP,FALSE,user-specified first gene-column index: 39
ZFHX4-AS1,ZFHX4-AS1,FALSE,user-specified first gene-column index: 39
GUCY2F,GUCY2F,FALSE,user-specified first gene-column index: 39
TARBP1,TARBP1,FALSE,user-specified first gene-column index: 39
DCAF12L1,DCAF12L1,FALSE,user-specified first gene-column index: 39
F13A1,F13A1,FALSE,user-specified first gene-column index: 39
ADAT3,ADAT3,FALSE,user-specified first gene-column index: 39
CABP5,CABP5,FALSE,user-specified first gene-column index: 39
TOP1P2,TOP1P2,FALSE,user-specified first gene-column index: 39
TST,TST,FALSE,user-specified first gene-column index: 39
